,Date,Valor,Acao
131,2013-03-14 00:00:00-03:00,17.43000030517578,Venda
132,2013-03-15 00:00:00-03:00,17.799999237060547,Venda
133,2013-03-18 00:00:00-03:00,17.6299991607666,Venda
134,2013-03-19 00:00:00-03:00,17.469999313354492,Venda
135,2013-03-20 00:00:00-03:00,17.25,Neutro
136,2013-03-21 00:00:00-03:00,16.950000762939453,Neutro
137,2013-03-22 00:00:00-03:00,17.010000228881836,Neutro
138,2013-03-25 00:00:00-03:00,16.889999389648438,Neutro
139,2013-03-26 00:00:00-03:00,16.899999618530273,Neutro
140,2013-03-27 00:00:00-03:00,16.899999618530273,Neutro
141,2013-03-28 00:00:00-03:00,16.899999618530273,Neutro
142,2013-04-01 00:00:00-03:00,16.549999237060547,Neutro
143,2013-04-02 00:00:00-03:00,16.15999984741211,Neutro
144,2013-04-03 00:00:00-03:00,16.600000381469727,Neutro
145,2013-04-04 00:00:00-03:00,16.280000686645508,Compra
146,2013-04-05 00:00:00-03:00,16.31999969482422,Compra
147,2013-04-08 00:00:00-03:00,16.0,Compra
148,2013-04-09 00:00:00-03:00,16.850000381469727,Compra
149,2013-04-10 00:00:00-03:00,17.0,Compra
150,2013-04-11 00:00:00-03:00,16.610000610351562,Neutro
151,2013-04-12 00:00:00-03:00,16.40999984741211,Neutro
152,2013-04-15 00:00:00-03:00,15.649999618530272,Neutro
153,2013-04-16 00:00:00-03:00,15.949999809265137,Neutro
154,2013-04-17 00:00:00-03:00,15.449999809265137,Neutro
155,2013-04-18 00:00:00-03:00,16.09000015258789,Neutro
156,2013-04-19 00:00:00-03:00,16.739999771118164,Neutro
157,2013-04-22 00:00:00-03:00,17.1299991607666,Neutro
158,2013-04-23 00:00:00-03:00,17.600000381469727,Neutro
159,2013-04-24 00:00:00-03:00,18.059999465942383,Neutro
160,2013-04-25 00:00:00-03:00,17.8700008392334,Neutro
161,2013-04-26 00:00:00-03:00,17.8700008392334,Venda
162,2013-04-29 00:00:00-03:00,19.15999984741211,Venda
163,2013-04-30 00:00:00-03:00,19.190000534057617,Venda
164,2013-05-02 00:00:00-03:00,19.25,Venda
165,2013-05-03 00:00:00-03:00,19.0,Venda
166,2013-05-06 00:00:00-03:00,19.43000030517578,Neutro
167,2013-05-07 00:00:00-03:00,19.59000015258789,Neutro
168,2013-05-08 00:00:00-03:00,19.25,Neutro
169,2013-05-09 00:00:00-03:00,19.290000915527344,Compra
170,2013-05-10 00:00:00-03:00,19.200000762939453,Compra
171,2013-05-13 00:00:00-03:00,18.75,Compra
172,2013-05-14 00:00:00-03:00,18.799999237060547,Compra
173,2013-05-15 00:00:00-03:00,18.90999984741211,Compra
174,2013-05-16 00:00:00-03:00,18.809999465942383,Neutro
175,2013-05-17 00:00:00-03:00,19.09000015258789,Neutro
176,2013-05-20 00:00:00-03:00,19.32999992370605,Neutro
177,2013-05-21 00:00:00-03:00,19.3799991607666,Neutro
178,2013-05-22 00:00:00-03:00,18.84000015258789,Neutro
179,2013-05-23 00:00:00-03:00,18.700000762939453,Neutro
180,2013-05-24 00:00:00-03:00,18.690000534057617,Neutro
181,2013-05-27 00:00:00-03:00,18.549999237060547,Neutro
182,2013-05-28 00:00:00-03:00,18.920000076293945,Neutro
183,2013-05-29 00:00:00-03:00,18.729999542236328,Venda
184,2013-05-31 00:00:00-03:00,18.96999931335449,Venda
185,2013-06-03 00:00:00-03:00,19.020000457763672,Venda
186,2013-06-04 00:00:00-03:00,18.93000030517578,Venda
187,2013-06-05 00:00:00-03:00,18.100000381469727,Venda
188,2013-06-06 00:00:00-03:00,18.1200008392334,Neutro
189,2013-06-07 00:00:00-03:00,17.6200008392334,Neutro
190,2013-06-10 00:00:00-03:00,17.729999542236328,Neutro
191,2013-06-11 00:00:00-03:00,17.209999084472656,Neutro
192,2013-06-12 00:00:00-03:00,16.719999313354492,Neutro
193,2013-06-13 00:00:00-03:00,17.350000381469727,Neutro
194,2013-06-14 00:00:00-03:00,16.530000686645508,Neutro
195,2013-06-17 00:00:00-03:00,16.709999084472656,Neutro
196,2013-06-18 00:00:00-03:00,16.459999084472656,Neutro
197,2013-06-19 00:00:00-03:00,16.049999237060547,Neutro
198,2013-06-20 00:00:00-03:00,16.049999237060547,Neutro
199,2013-06-21 00:00:00-03:00,15.289999961853027,Neutro
200,2013-06-24 00:00:00-03:00,14.75,Neutro
201,2013-06-25 00:00:00-03:00,14.699999809265137,Neutro
202,2013-06-26 00:00:00-03:00,14.800000190734863,Neutro
203,2013-06-27 00:00:00-03:00,14.890000343322754,Neutro
204,2013-06-28 00:00:00-03:00,14.800000190734863,Compra
205,2013-07-01 00:00:00-03:00,14.720000267028809,Compra
206,2013-07-02 00:00:00-03:00,14.140000343322754,Compra
207,2013-07-03 00:00:00-03:00,14.43000030517578,Compra
208,2013-07-04 00:00:00-03:00,14.56999969482422,Compra
209,2013-07-05 00:00:00-03:00,13.68000030517578,Neutro
210,2013-07-08 00:00:00-03:00,13.609999656677246,Neutro
211,2013-07-10 00:00:00-03:00,13.800000190734863,Neutro
212,2013-07-11 00:00:00-03:00,14.829999923706056,Neutro
213,2013-07-12 00:00:00-03:00,14.550000190734863,Neutro
214,2013-07-15 00:00:00-03:00,14.739999771118164,Neutro
215,2013-07-16 00:00:00-03:00,14.970000267028809,Neutro
216,2013-07-17 00:00:00-03:00,15.350000381469728,Neutro
217,2013-07-18 00:00:00-03:00,15.529999732971191,Neutro
218,2013-07-19 00:00:00-03:00,15.5600004196167,Neutro
219,2013-07-22 00:00:00-03:00,15.800000190734863,Neutro
220,2013-07-23 00:00:00-03:00,16.100000381469727,Venda
221,2013-07-24 00:00:00-03:00,15.960000038146973,Venda
222,2013-07-25 00:00:00-03:00,16.229999542236328,Venda
223,2013-07-26 00:00:00-03:00,16.229999542236328,Venda
224,2013-07-29 00:00:00-03:00,15.880000114440918,Venda
225,2013-07-30 00:00:00-03:00,15.489999771118164,Neutro
226,2013-07-31 00:00:00-03:00,15.380000114440918,Neutro
227,2013-08-01 00:00:00-03:00,16.100000381469727,Neutro
228,2013-08-02 00:00:00-03:00,16.0,Neutro
229,2013-08-05 00:00:00-03:00,15.779999732971191,Compra
230,2013-08-06 00:00:00-03:00,15.329999923706056,Compra
231,2013-08-07 00:00:00-03:00,15.31999969482422,Compra
232,2013-08-08 00:00:00-03:00,15.8100004196167,Compra
233,2013-08-09 00:00:00-03:00,16.079999923706055,Compra
234,2013-08-12 00:00:00-03:00,15.84000015258789,Neutro
235,2013-08-13 00:00:00-03:00,15.84000015258789,Neutro
236,2013-08-14 00:00:00-03:00,16.1200008392334,Venda
237,2013-08-15 00:00:00-03:00,17.06999969482422,Venda
238,2013-08-16 00:00:00-03:00,17.190000534057617,Venda
239,2013-08-19 00:00:00-03:00,16.93000030517578,Venda
240,2013-08-20 00:00:00-03:00,16.31999969482422,Venda
241,2013-08-21 00:00:00-03:00,16.510000228881836,Neutro
242,2013-08-22 00:00:00-03:00,17.389999389648438,Neutro
243,2013-08-23 00:00:00-03:00,17.5,Neutro
244,2013-08-26 00:00:00-03:00,17.139999389648438,Neutro
245,2013-08-27 00:00:00-03:00,16.56999969482422,Neutro
246,2013-08-28 00:00:00-03:00,16.170000076293945,Neutro
247,2013-08-29 00:00:00-03:00,15.970000267028809,Neutro
248,2013-08-30 00:00:00-03:00,16.049999237060547,Compra
249,2013-09-02 00:00:00-03:00,16.149999618530273,Compra
250,2013-09-03 00:00:00-03:00,15.899999618530272,Compra
251,2013-09-04 00:00:00-03:00,16.15999984741211,Compra
252,2013-09-05 00:00:00-03:00,16.690000534057617,Compra
253,2013-09-06 00:00:00-03:00,16.850000381469727,Neutro
254,2013-09-09 00:00:00-03:00,17.299999237060547,Neutro
255,2013-09-10 00:00:00-03:00,17.5,Neutro
256,2013-09-11 00:00:00-03:00,17.469999313354492,Neutro
257,2013-09-12 00:00:00-03:00,16.860000610351562,Neutro
258,2013-09-13 00:00:00-03:00,17.170000076293945,Neutro
259,2013-09-16 00:00:00-03:00,17.440000534057617,Neutro
260,2013-09-17 00:00:00-03:00,17.600000381469727,Venda
261,2013-09-18 00:00:00-03:00,17.850000381469727,Venda
262,2013-09-19 00:00:00-03:00,17.950000762939453,Venda
263,2013-09-20 00:00:00-03:00,17.719999313354492,Venda
264,2013-09-23 00:00:00-03:00,17.6200008392334,Venda
265,2013-09-24 00:00:00-03:00,17.399999618530273,Neutro
266,2013-09-25 00:00:00-03:00,17.3700008392334,Neutro
267,2013-09-26 00:00:00-03:00,17.40999984741211,Neutro
268,2013-09-27 00:00:00-03:00,17.329999923706055,Neutro
269,2013-09-30 00:00:00-03:00,16.959999084472656,Neutro
270,2013-10-01 00:00:00-03:00,17.34000015258789,Neutro
271,2013-10-02 00:00:00-03:00,17.280000686645508,Neutro
272,2013-10-03 00:00:00-03:00,17.170000076293945,Neutro
273,2013-10-04 00:00:00-03:00,17.389999389648438,Neutro
274,2013-10-07 00:00:00-03:00,17.299999237060547,Compra
275,2013-10-08 00:00:00-03:00,16.920000076293945,Compra
276,2013-10-09 00:00:00-03:00,16.829999923706055,Compra
277,2013-10-10 00:00:00-03:00,17.020000457763672,Compra
278,2013-10-11 00:00:00-03:00,17.0,Compra
279,2013-10-14 00:00:00-03:00,17.06999969482422,Neutro
280,2013-10-15 00:00:00-03:00,17.149999618530273,Neutro
281,2013-10-16 00:00:00-03:00,16.979999542236328,Neutro
282,2013-10-17 00:00:00-03:00,17.010000228881836,Neutro
283,2013-10-18 00:00:00-03:00,16.860000610351562,Neutro
284,2013-10-21 00:00:00-02:00,17.690000534057617,Neutro
285,2013-10-22 00:00:00-02:00,17.399999618530273,Neutro
286,2013-10-23 00:00:00-02:00,17.09000015258789,Neutro
287,2013-10-24 00:00:00-02:00,17.059999465942383,Neutro
288,2013-10-25 00:00:00-02:00,17.299999237060547,Neutro
289,2013-10-28 00:00:00-02:00,19.0,Neutro
290,2013-10-29 00:00:00-02:00,18.8700008392334,Neutro
291,2013-10-30 00:00:00-02:00,18.959999084472656,Neutro
292,2013-10-31 00:00:00-02:00,19.540000915527344,Neutro
293,2013-11-01 00:00:00-02:00,19.040000915527344,Neutro
294,2013-11-04 00:00:00-02:00,19.5,Venda
295,2013-11-05 00:00:00-02:00,19.399999618530277,Venda
296,2013-11-06 00:00:00-02:00,19.600000381469727,Venda
297,2013-11-07 00:00:00-02:00,19.149999618530277,Venda
298,2013-11-08 00:00:00-02:00,18.75,Venda
299,2013-11-11 00:00:00-02:00,19.299999237060547,Neutro
300,2013-11-12 00:00:00-02:00,18.61000061035156,Neutro
301,2013-11-13 00:00:00-02:00,19.09000015258789,Neutro
302,2013-11-14 00:00:00-02:00,19.600000381469727,Neutro
303,2013-11-18 00:00:00-02:00,20.34000015258789,Neutro
304,2013-11-19 00:00:00-02:00,20.040000915527344,Neutro
305,2013-11-21 00:00:00-02:00,20.01000022888184,Neutro
306,2013-11-22 00:00:00-02:00,19.81999969482422,Neutro
307,2013-11-25 00:00:00-02:00,19.450000762939453,Neutro
308,2013-11-26 00:00:00-02:00,18.200000762939453,Neutro
309,2013-11-27 00:00:00-02:00,18.229999542236328,Neutro
310,2013-11-28 00:00:00-02:00,17.729999542236328,Compra
311,2013-11-29 00:00:00-02:00,18.31999969482422,Compra
312,2013-12-02 00:00:00-02:00,16.420000076293945,Compra
313,2013-12-02 00:00:00-02:00,16.420000076293945,Venda
314,2013-12-03 00:00:00-02:00,16.56999969482422,Venda
315,2013-12-03 00:00:00-02:00,16.56999969482422,Compra
316,2013-12-04 00:00:00-02:00,16.549999237060547,Venda
317,2013-12-04 00:00:00-02:00,16.549999237060547,Compra
318,2013-12-05 00:00:00-02:00,16.5,Venda
319,2013-12-06 00:00:00-02:00,16.149999618530273,Venda
320,2013-12-09 00:00:00-02:00,16.270000457763672,Neutro
321,2013-12-10 00:00:00-02:00,16.1200008392334,Neutro
322,2013-12-11 00:00:00-02:00,15.65999984741211,Neutro
323,2013-12-12 00:00:00-02:00,15.699999809265137,Neutro
324,2013-12-13 00:00:00-02:00,15.960000038146973,Neutro
325,2013-12-16 00:00:00-02:00,16.100000381469727,Neutro
326,2013-12-17 00:00:00-02:00,15.56999969482422,Neutro
327,2013-12-18 00:00:00-02:00,15.710000038146973,Neutro
328,2013-12-19 00:00:00-02:00,16.049999237060547,Neutro
329,2013-12-20 00:00:00-02:00,15.800000190734863,Neutro
330,2013-12-23 00:00:00-02:00,15.869999885559082,Neutro
331,2013-12-26 00:00:00-02:00,15.800000190734863,Neutro
332,2013-12-27 00:00:00-02:00,15.90999984741211,Neutro
333,2013-12-30 00:00:00-02:00,15.989999771118164,Neutro
334,2014-01-02 00:00:00-02:00,15.81999969482422,Neutro
335,2014-01-03 00:00:00-02:00,15.5,Neutro
336,2014-01-06 00:00:00-02:00,15.6899995803833,Neutro
337,2014-01-07 00:00:00-02:00,15.199999809265137,Neutro
338,2014-01-08 00:00:00-02:00,15.210000038146973,Neutro
339,2014-01-09 00:00:00-02:00,14.800000190734863,Neutro
340,2014-01-10 00:00:00-02:00,15.010000228881836,Neutro
341,2014-01-13 00:00:00-02:00,14.710000038146973,Neutro
342,2014-01-14 00:00:00-02:00,14.649999618530272,Neutro
343,2014-01-15 00:00:00-02:00,15.119999885559082,Neutro
344,2014-01-16 00:00:00-02:00,14.710000038146973,Compra
345,2014-01-17 00:00:00-02:00,14.609999656677246,Compra
346,2014-01-20 00:00:00-02:00,14.300000190734863,Venda
347,2014-01-20 00:00:00-02:00,14.300000190734863,Compra
348,2014-01-21 00:00:00-02:00,14.350000381469728,Compra
349,2014-01-21 00:00:00-02:00,14.350000381469728,Venda
350,2014-01-22 00:00:00-02:00,14.789999961853027,Compra
351,2014-01-22 00:00:00-02:00,14.789999961853027,Venda
352,2014-01-23 00:00:00-02:00,14.449999809265137,Venda
353,2014-01-24 00:00:00-02:00,14.079999923706056,Venda
354,2014-01-27 00:00:00-02:00,14.020000457763672,Neutro
355,2014-01-28 00:00:00-02:00,14.020000457763672,Neutro
356,2014-01-29 00:00:00-02:00,13.75,Neutro
357,2014-01-30 00:00:00-02:00,13.640000343322754,Neutro
358,2014-01-31 00:00:00-02:00,13.770000457763672,Neutro
359,2014-02-03 00:00:00-02:00,13.100000381469728,Neutro
360,2014-02-04 00:00:00-02:00,13.270000457763672,Neutro
361,2014-02-05 00:00:00-02:00,12.960000038146973,Neutro
362,2014-02-06 00:00:00-02:00,13.300000190734863,Neutro
363,2014-02-07 00:00:00-02:00,13.529999732971191,Neutro
364,2014-02-10 00:00:00-02:00,13.619999885559082,Neutro
365,2014-02-11 00:00:00-02:00,14.029999732971191,Neutro
366,2014-02-12 00:00:00-02:00,14.0,Neutro
367,2014-02-13 00:00:00-02:00,13.720000267028809,Neutro
368,2014-02-14 00:00:00-02:00,13.729999542236328,Neutro
369,2014-02-17 00:00:00-03:00,13.470000267028809,Neutro
370,2014-02-18 00:00:00-03:00,13.289999961853027,Neutro
371,2014-02-19 00:00:00-03:00,13.399999618530272,Neutro
372,2014-02-20 00:00:00-03:00,13.359999656677246,Neutro
373,2014-02-21 00:00:00-03:00,13.399999618530272,Neutro
374,2014-02-24 00:00:00-03:00,13.640000343322754,Neutro
375,2014-02-25 00:00:00-03:00,13.279999732971191,Neutro
376,2014-02-26 00:00:00-03:00,12.899999618530272,Neutro
377,2014-02-27 00:00:00-03:00,13.329999923706056,Compra
378,2014-02-28 00:00:00-03:00,12.989999771118164,Compra
379,2014-03-05 00:00:00-03:00,12.710000038146973,Compra
380,2014-03-06 00:00:00-03:00,12.93000030517578,Compra
381,2014-03-07 00:00:00-03:00,12.699999809265137,Compra
382,2014-03-10 00:00:00-03:00,12.479999542236328,Neutro
383,2014-03-11 00:00:00-03:00,12.479999542236328,Neutro
384,2014-03-12 00:00:00-03:00,12.579999923706056,Neutro
385,2014-03-13 00:00:00-03:00,12.40999984741211,Neutro
386,2014-03-14 00:00:00-03:00,12.100000381469728,Neutro
387,2014-03-17 00:00:00-03:00,12.020000457763672,Neutro
388,2014-03-18 00:00:00-03:00,12.369999885559082,Neutro
389,2014-03-19 00:00:00-03:00,12.800000190734863,Neutro
390,2014-03-20 00:00:00-03:00,13.43000030517578,Neutro
391,2014-03-21 00:00:00-03:00,13.5,Venda
392,2014-03-24 00:00:00-03:00,13.9399995803833,Venda
393,2014-03-25 00:00:00-03:00,14.050000190734863,Venda
394,2014-03-25 00:00:00-03:00,14.050000190734863,Compra
395,2014-03-26 00:00:00-03:00,13.779999732971191,Venda
396,2014-03-26 00:00:00-03:00,13.779999732971191,Compra
397,2014-03-27 00:00:00-03:00,14.81999969482422,Venda
398,2014-03-27 00:00:00-03:00,14.81999969482422,Compra
399,2014-03-28 00:00:00-03:00,15.010000228881836,Compra
400,2014-03-31 00:00:00-03:00,14.960000038146973,Compra
401,2014-04-01 00:00:00-03:00,15.050000190734863,Neutro
402,2014-04-02 00:00:00-03:00,15.119999885559082,Neutro
403,2014-04-03 00:00:00-03:00,15.050000190734863,Venda
404,2014-04-04 00:00:00-03:00,14.899999618530272,Venda
405,2014-04-07 00:00:00-03:00,15.850000381469728,Venda
406,2014-04-08 00:00:00-03:00,15.399999618530272,Venda
407,2014-04-09 00:00:00-03:00,15.229999542236328,Venda
408,2014-04-10 00:00:00-03:00,15.170000076293944,Neutro
409,2014-04-11 00:00:00-03:00,15.609999656677246,Neutro
410,2014-04-14 00:00:00-03:00,15.359999656677246,Neutro
411,2014-04-15 00:00:00-03:00,14.829999923706056,Neutro
412,2014-04-16 00:00:00-03:00,15.079999923706056,Neutro
413,2014-04-17 00:00:00-03:00,15.630000114440918,Neutro
414,2014-04-22 00:00:00-03:00,15.239999771118164,Neutro
415,2014-04-23 00:00:00-03:00,15.220000267028809,Compra
416,2014-04-24 00:00:00-03:00,15.289999961853027,Compra
417,2014-04-25 00:00:00-03:00,15.119999885559082,Compra
418,2014-04-28 00:00:00-03:00,15.649999618530272,Compra
419,2014-04-29 00:00:00-03:00,15.75,Compra
420,2014-04-30 00:00:00-03:00,15.68000030517578,Neutro
421,2014-05-02 00:00:00-03:00,16.219999313354492,Neutro
422,2014-05-05 00:00:00-03:00,16.399999618530273,Venda
423,2014-05-06 00:00:00-03:00,17.049999237060547,Venda
424,2014-05-07 00:00:00-03:00,17.399999618530273,Venda
425,2014-05-08 00:00:00-03:00,16.81999969482422,Venda
426,2014-05-09 00:00:00-03:00,16.65999984741211,Venda
427,2014-05-12 00:00:00-03:00,17.079999923706055,Neutro
428,2014-05-13 00:00:00-03:00,17.040000915527344,Neutro
429,2014-05-14 00:00:00-03:00,17.329999923706055,Neutro
430,2014-05-15 00:00:00-03:00,17.030000686645508,Neutro
431,2014-05-16 00:00:00-03:00,16.899999618530273,Neutro
432,2014-05-19 00:00:00-03:00,16.829999923706055,Neutro
433,2014-05-20 00:00:00-03:00,16.239999771118164,Neutro
434,2014-05-21 00:00:00-03:00,16.459999084472656,Neutro
435,2014-05-22 00:00:00-03:00,16.559999465942383,Neutro
436,2014-05-23 00:00:00-03:00,16.600000381469727,Neutro
437,2014-05-26 00:00:00-03:00,16.780000686645508,Neutro
438,2014-05-27 00:00:00-03:00,16.40999984741211,Neutro
439,2014-05-28 00:00:00-03:00,16.549999237060547,Compra
440,2014-05-29 00:00:00-03:00,16.229999542236328,Compra
441,2014-05-30 00:00:00-03:00,15.609999656677246,Compra
442,2014-06-02 00:00:00-03:00,15.65999984741211,Compra
443,2014-06-03 00:00:00-03:00,15.960000038146973,Compra
444,2014-06-04 00:00:00-03:00,15.75,Neutro
445,2014-06-05 00:00:00-03:00,15.479999542236328,Neutro
